study
ukb-wes-az-00000100
ukb-wes-az-00000101
ukb-wes-az-00000102
ukb-wes-az-00000103
ukb-wes-az-00000104
ukb-wes-az-00000105
ukb-wes-az-00000106
ukb-wes-az-00000107
ukb-wes-az-00000108
ukb-wes-az-00000109
ukb-wes-az-00000110
ukb-wes-az-00000111
ukb-wes-az-00000112
ukb-wes-az-00000113
ukb-wes-az-00000114
ukb-wes-az-00000115
ukb-wes-az-00000116
ukb-wes-az-00000117
ukb-wes-az-00000118
ukb-wes-az-00000119
ukb-wes-az-00000120
ukb-wes-az-00000121
ukb-wes-az-00000122
ukb-wes-az-00000123
ukb-wes-az-00000124
ukb-wes-az-00000125
ukb-wes-az-00000126
ukb-wes-az-00000127
ukb-wes-az-00000128
ukb-wes-az-00000129
ukb-wes-az-00000130
ukb-wes-az-00000131
ukb-wes-az-00000132
ukb-wes-az-00000133
ukb-wes-az-00000134
ukb-wes-az-00000135
ukb-wes-az-00000136
ukb-wes-az-00000137
ukb-wes-az-00000138
ukb-wes-az-00000139
ukb-wes-az-00000140
ukb-wes-az-00000141
ukb-wes-az-00000142
ukb-wes-az-00000143
ukb-wes-az-00000144
ukb-wes-az-00000145
ukb-wes-az-00000146
ukb-wes-az-00000147
ukb-wes-az-00000148
ukb-wes-az-00000149
ukb-wes-az-00000150
ukb-wes-az-00000151
ukb-wes-az-00000152
ukb-wes-az-00000153
ukb-wes-az-00000154
ukb-wes-az-00000155
ukb-wes-az-00000156
ukb-wes-az-00000157
ukb-wes-az-00000158
ukb-wes-az-00000159
ukb-wes-az-00000160
ukb-wes-az-00000161
ukb-wes-az-00000162
ukb-wes-az-00000163
ukb-wes-az-00000164
ukb-wes-az-00000165
ukb-wes-az-00000166
ukb-wes-az-00000167
ukb-wes-az-00000168
ukb-wes-az-00000169
ukb-wes-az-00000170
ukb-wes-az-00000171
ukb-wes-az-00000172
ukb-wes-az-00000173
ukb-wes-az-00000174
ukb-wes-az-00000175
ukb-wes-az-00000176
ukb-wes-az-00000177
ukb-wes-az-00000178
ukb-wes-az-00000179
ukb-wes-az-00000180
ukb-wes-az-00000181
ukb-wes-az-00000182
ukb-wes-az-00000183
ukb-wes-az-00000184
ukb-wes-az-00000185
ukb-wes-az-00000186
ukb-wes-az-00000187
ukb-wes-az-00000188
ukb-wes-az-00000189
ukb-wes-az-00000190
ukb-wes-az-00000191
ukb-wes-az-00000192
ukb-wes-az-00000193
ukb-wes-az-00000194
ukb-wes-az-00000195
ukb-wes-az-00000196
ukb-wes-az-00000197
ukb-wes-az-00000198
ukb-wes-az-00000199
ukb-wes-az-00000200
ukb-wes-az-00000201
ukb-wes-az-00000202
ukb-wes-az-00000203
ukb-wes-az-00000204
ukb-wes-az-00000205
ukb-wes-az-00000206
ukb-wes-az-00000207
ukb-wes-az-00000208
ukb-wes-az-00000209
ukb-wes-az-00000210
ukb-wes-az-00000211
ukb-wes-az-00000212
ukb-wes-az-00000213
ukb-wes-az-00000214
ukb-wes-az-00000215
ukb-wes-az-00000216
ukb-wes-az-00000217
ukb-wes-az-00000218
ukb-wes-az-00000219
ukb-wes-az-00000220
ukb-wes-az-00000221
ukb-wes-az-00000222
ukb-wes-az-00000223
ukb-wes-az-00000224
ukb-wes-az-00000225
ukb-wes-az-00000226
ukb-wes-az-00000227
ukb-wes-az-00000228
ukb-wes-az-00000229
ukb-wes-az-00000230
ukb-wes-az-00000231
ukb-wes-az-00000232
ukb-wes-az-00000233
ukb-wes-az-00000234
ukb-wes-az-00000235
ukb-wes-az-00000236
ukb-wes-az-00000237
ukb-wes-az-00000238
ukb-wes-az-00000239
ukb-wes-az-00000240
ukb-wes-az-00000241
ukb-wes-az-00000242
ukb-wes-az-00000243
ukb-wes-az-00000244
ukb-wes-az-00000245
ukb-wes-az-00000246
ukb-wes-az-00000247
ukb-wes-az-00000248
ukb-wes-az-00000249
ukb-wes-az-00000250
ukb-wes-az-00000251
ukb-wes-az-00000252
ukb-wes-az-00000253
ukb-wes-az-00000254
ukb-wes-az-00000255
ukb-wes-az-00000256
ukb-wes-az-00000257
ukb-wes-az-00000258
ukb-wes-az-00000259
ukb-wes-az-00000260
ukb-wes-az-00000261
ukb-wes-az-00000262
ukb-wes-az-00000263
ukb-wes-az-00000264
ukb-wes-az-00000265
ukb-wes-az-00000266
ukb-wes-az-00000267
ukb-wes-az-00000268
ukb-wes-az-00000269
ukb-wes-az-00000270
ukb-wes-az-00000271
ukb-wes-az-00000272
ukb-wes-az-00000273
ukb-wes-az-00000274
ukb-wes-az-00000275
ukb-wes-az-00000276
ukb-wes-az-00000277
ukb-wes-az-00000278
ukb-wes-az-00000279
ukb-wes-az-00000280
ukb-wes-az-00000281
ukb-wes-az-00000282
ukb-wes-az-00000283
ukb-wes-az-00000284
ukb-wes-az-00000285
ukb-wes-az-00000286
ukb-wes-az-00000287
ukb-wes-az-00000288
ukb-wes-az-00000289
ukb-wes-az-00000290
ukb-wes-az-00000291
ukb-wes-az-00000292
ukb-wes-az-00000293
ukb-wes-az-00000294
ukb-wes-az-00000295
ukb-wes-az-00000296
ukb-wes-az-00000297
ukb-wes-az-00000298
ukb-wes-az-00000299
ukb-wes-az-00000300
ukb-wes-az-00000301
ukb-wes-az-00000302
ukb-wes-az-00000303
ukb-wes-az-00000304
ukb-wes-az-00000305
ukb-wes-az-00000306
ukb-wes-az-00000307
ukb-wes-az-00000308
ukb-wes-az-00000309
ukb-wes-az-00000310
ukb-wes-az-00000311
ukb-wes-az-00000312
ukb-wes-az-00000313
ukb-wes-az-00000314
ukb-wes-az-00000315
ukb-wes-az-00000316
ukb-wes-az-00000317
ukb-wes-az-00000318
ukb-wes-az-00000319
ukb-wes-az-00000320
ukb-wes-az-00000321
ukb-wes-az-00000322
ukb-wes-az-00000323
ukb-wes-az-00000324
ukb-wes-az-00000325
ukb-wes-az-00000326
ukb-wes-az-00000327
ukb-wes-az-00000328
ukb-wes-az-00000329
ukb-wes-az-00000330
ukb-wes-az-00000331
ukb-wes-az-00000332
ukb-wes-az-00000333
ukb-wes-az-00000334
ukb-wes-az-00000335
ukb-wes-az-00000336
ukb-wes-az-00000337
ukb-wes-az-00000338
ukb-wes-az-00000339
ukb-wes-az-00000340
ukb-wes-az-00000341
ukb-wes-az-00000342
ukb-wes-az-00000343
ukb-wes-az-00000344
ukb-wes-az-00000345
ukb-wes-az-00000346
ukb-wes-az-00000347
ukb-wes-az-00000348
ukb-wes-az-00000349
ukb-wes-az-00000350
ukb-wes-az-00000351
ukb-wes-az-00000352
ukb-wes-az-00000353
ukb-wes-az-00000354
ukb-wes-az-00000355
ukb-wes-az-00000356
ukb-wes-az-00000357
ukb-wes-az-00000358
ukb-wes-az-00000359
ukb-wes-az-00000360
ukb-wes-az-00000361
ukb-wes-az-00000362
ukb-wes-az-00000363
ukb-wes-az-00000364
ukb-wes-az-00000365
ukb-wes-az-00000366
ukb-wes-az-00000367
ukb-wes-az-00000368
ukb-wes-az-00000369
ukb-wes-az-00000370
ukb-wes-az-00000371
ukb-wes-az-00000372
ukb-wes-az-00000373
ukb-wes-az-00000374
ukb-wes-az-00000375
ukb-wes-az-00000376
ukb-wes-az-00000377
ukb-wes-az-00000378
ukb-wes-az-00000379
ukb-wes-az-00000380
ukb-wes-az-00000381
ukb-wes-az-00000382
ukb-wes-az-00000383
ukb-wes-az-00000384
ukb-wes-az-00000385
ukb-wes-az-00000386
ukb-wes-az-00000387
ukb-wes-az-00000388
ukb-wes-az-00000389
ukb-wes-az-00000390
ukb-wes-az-00000391
ukb-wes-az-00000392
ukb-wes-az-00000393
ukb-wes-az-00000394
ukb-wes-az-00000395
ukb-wes-az-00000396
ukb-wes-az-00000397
ukb-wes-az-00000398
ukb-wes-az-00000399
ukb-wes-az-00000400
ukb-wes-az-00000401
ukb-wes-az-00000402
ukb-wes-az-00000403
ukb-wes-az-00000404
ukb-wes-az-00000405
ukb-wes-az-00000406
ukb-wes-az-00000407
ukb-wes-az-00000408
ukb-wes-az-00000409
ukb-wes-az-00000410
ukb-wes-az-00000411
ukb-wes-az-00000412
ukb-wes-az-00000413
ukb-wes-az-00000414
ukb-wes-az-00000415
ukb-wes-az-00000416
ukb-wes-az-00000417
ukb-wes-az-00000418
ukb-wes-az-00000419
ukb-wes-az-00000420
ukb-wes-az-00000421
ukb-wes-az-00000422
ukb-wes-az-00000423
ukb-wes-az-00000424
ukb-wes-az-00000425
ukb-wes-az-00000426
ukb-wes-az-00000427
ukb-wes-az-00000428
ukb-wes-az-00000429
ukb-wes-az-00000430
ukb-wes-az-00000431
ukb-wes-az-00000432
ukb-wes-az-00000433
ukb-wes-az-00000434
ukb-wes-az-00000435
ukb-wes-az-00000436
ukb-wes-az-00000437
ukb-wes-az-00000438
ukb-wes-az-00000439
ukb-wes-az-00000440
ukb-wes-az-00000441
ukb-wes-az-00000442
ukb-wes-az-00000443
ukb-wes-az-00000444
ukb-wes-az-00000445
ukb-wes-az-00000446
ukb-wes-az-00000447
ukb-wes-az-00000448
ukb-wes-az-00000449
ukb-wes-az-00000450
ukb-wes-az-00000451
ukb-wes-az-00000452
ukb-wes-az-00000453
ukb-wes-az-00000454
ukb-wes-az-00000455
ukb-wes-az-00000456
ukb-wes-az-00000457
ukb-wes-az-00000458
ukb-wes-az-00000459
ukb-wes-az-00000460
ukb-wes-az-00000461
ukb-wes-az-00000462
ukb-wes-az-00000463
ukb-wes-az-00000464
ukb-wes-az-00000465
ukb-wes-az-00000466
ukb-wes-az-00000467
ukb-wes-az-00000468
ukb-wes-az-00000469
ukb-wes-az-00000470
ukb-wes-az-00000471
ukb-wes-az-00000472
ukb-wes-az-00000473
ukb-wes-az-00000474
ukb-wes-az-00000475
ukb-wes-az-00000476
ukb-wes-az-00000477
ukb-wes-az-00000478
ukb-wes-az-00000479
ukb-wes-az-00000480
ukb-wes-az-00000481
ukb-wes-az-00000482
ukb-wes-az-00000483
ukb-wes-az-00000484
ukb-wes-az-00000485
ukb-wes-az-00000486
ukb-wes-az-00000487
ukb-wes-az-00000488
ukb-wes-az-00000489
ukb-wes-az-00000490
ukb-wes-az-00000491
ukb-wes-az-00000492
ukb-wes-az-00000493
ukb-wes-az-00000494
ukb-wes-az-00000495
ukb-wes-az-00000496
ukb-wes-az-00000497
ukb-wes-az-00000498
ukb-wes-az-00000499
ukb-wes-az-00000500
ukb-wes-az-00000501
ukb-wes-az-00000502
ukb-wes-az-00000503
ukb-wes-az-00000504
ukb-wes-az-00000505
ukb-wes-az-00000506
ukb-wes-az-00000507
ukb-wes-az-00000508
ukb-wes-az-00000509
ukb-wes-az-00000510
ukb-wes-az-00000511
ukb-wes-az-00000512
ukb-wes-az-00000513
ukb-wes-az-00000514
ukb-wes-az-00000515
ukb-wes-az-00000516
ukb-wes-az-00000517
ukb-wes-az-00000518
ukb-wes-az-00000519
ukb-wes-az-00000520
ukb-wes-az-00000521
ukb-wes-az-00000522
ukb-wes-az-00000523
ukb-wes-az-00000524
ukb-wes-az-00000525
ukb-wes-az-00000526
ukb-wes-az-00000527
ukb-wes-az-00000528
ukb-wes-az-00000529
ukb-wes-az-00000530
ukb-wes-az-00000531
ukb-wes-az-00000532
ukb-wes-az-00000533
ukb-wes-az-00000534
ukb-wes-az-00000535
ukb-wes-az-00000536
ukb-wes-az-00000537
ukb-wes-az-00000538
ukb-wes-az-00000539
ukb-wes-az-00000540
ukb-wes-az-00000541
ukb-wes-az-00000542
ukb-wes-az-00000543
ukb-wes-az-00000544
ukb-wes-az-00000545
ukb-wes-az-00000546
ukb-wes-az-00000547
ukb-wes-az-00000548
ukb-wes-az-00000549
ukb-wes-az-00000550
ukb-wes-az-00000551
ukb-wes-az-00000552
ukb-wes-az-00000553
ukb-wes-az-00000554
ukb-wes-az-00000555
ukb-wes-az-00000556
ukb-wes-az-00000557
ukb-wes-az-00000558
ukb-wes-az-00000559
ukb-wes-az-00000560
ukb-wes-az-00000561
ukb-wes-az-00000562
ukb-wes-az-00000563
ukb-wes-az-00000564
ukb-wes-az-00000565
ukb-wes-az-00000566
ukb-wes-az-00000567
ukb-wes-az-00000568
ukb-wes-az-00000569
ukb-wes-az-00000570
ukb-wes-az-00000571
ukb-wes-az-00000572
ukb-wes-az-00000573
ukb-wes-az-00000574
ukb-wes-az-00000575
ukb-wes-az-00000576
ukb-wes-az-00000577
ukb-wes-az-00000578
ukb-wes-az-00000579
ukb-wes-az-00000580
ukb-wes-az-00000581
ukb-wes-az-00000582
ukb-wes-az-00000583
ukb-wes-az-00000584
ukb-wes-az-00000585
ukb-wes-az-00000586
ukb-wes-az-00000587
ukb-wes-az-00000588
ukb-wes-az-00000589
ukb-wes-az-00000590
ukb-wes-az-00000591
ukb-wes-az-00000592
ukb-wes-az-00000593
ukb-wes-az-00000594
ukb-wes-az-00000595
ukb-wes-az-00000596
ukb-wes-az-00000597
ukb-wes-az-00000598
ukb-wes-az-00000599
ukb-wes-az-00000600
ukb-wes-az-00000601
ukb-wes-az-00000602
ukb-wes-az-00000603
ukb-wes-az-00000604
ukb-wes-az-00000605
ukb-wes-az-00000606
ukb-wes-az-00000607
ukb-wes-az-00000608
ukb-wes-az-00000609
ukb-wes-az-00000610
ukb-wes-az-00000611
ukb-wes-az-00000612
ukb-wes-az-00000613
ukb-wes-az-00000614
ukb-wes-az-00000615
ukb-wes-az-00000616
ukb-wes-az-00000617
ukb-wes-az-00000618
ukb-wes-az-00000619
ukb-wes-az-00000620
ukb-wes-az-00000621
ukb-wes-az-00000622
ukb-wes-az-00000623
ukb-wes-az-00000624
ukb-wes-az-00000625
ukb-wes-az-00000626
ukb-wes-az-00000627
ukb-wes-az-00000628
ukb-wes-az-00000629
ukb-wes-az-00000630
ukb-wes-az-00000631
ukb-wes-az-00000632
ukb-wes-az-00000633
ukb-wes-az-00000634
ukb-wes-az-00000635
ukb-wes-az-00000636
ukb-wes-az-00000637
ukb-wes-az-00000638
ukb-wes-az-00000639
ukb-wes-az-00000640
ukb-wes-az-00000641
ukb-wes-az-00000642
ukb-wes-az-00000643
ukb-wes-az-00000644
ukb-wes-az-00000645
ukb-wes-az-00000646
ukb-wes-az-00000647
ukb-wes-az-00000648
ukb-wes-az-00000649
ukb-wes-az-00000650
ukb-wes-az-00000651
ukb-wes-az-00000652
ukb-wes-az-00000653
ukb-wes-az-00000654
ukb-wes-az-00000655
ukb-wes-az-00000656
ukb-wes-az-00000657
ukb-wes-az-00000658
ukb-wes-az-00000659
ukb-wes-az-00000660
ukb-wes-az-00000661
ukb-wes-az-00000662
ukb-wes-az-00000663
ukb-wes-az-00000664
ukb-wes-az-00000665
ukb-wes-az-00000666
ukb-wes-az-00000667
ukb-wes-az-00000668
ukb-wes-az-00000669
ukb-wes-az-00000670
ukb-wes-az-00000671
ukb-wes-az-00000672
ukb-wes-az-00000673
ukb-wes-az-00000674
ukb-wes-az-00000675
ukb-wes-az-00000676
ukb-wes-az-00000677
ukb-wes-az-00000678
ukb-wes-az-00000679
ukb-wes-az-00000680
ukb-wes-az-00000681
ukb-wes-az-00000682
ukb-wes-az-00000683
ukb-wes-az-00000684
ukb-wes-az-00000685
ukb-wes-az-00000686
ukb-wes-az-00000687
ukb-wes-az-00000688
ukb-wes-az-00000689
ukb-wes-az-00000690
ukb-wes-az-00000691
ukb-wes-az-00000692
ukb-wes-az-00000693
ukb-wes-az-00000694
ukb-wes-az-00000695
ukb-wes-az-00000696
ukb-wes-az-00000697
ukb-wes-az-00000698
ukb-wes-az-00000699
ukb-wes-az-00000700
ukb-wes-az-00000701
ukb-wes-az-00000702
ukb-wes-az-00000703
ukb-wes-az-00000704
ukb-wes-az-00000705
ukb-wes-az-00000706
ukb-wes-az-00000707
ukb-wes-az-00000708
ukb-wes-az-00000709
ukb-wes-az-00000710
ukb-wes-az-00000711
ukb-wes-az-00000712
ukb-wes-az-00000713
ukb-wes-az-00000714
ukb-wes-az-00000715
ukb-wes-az-00000716
ukb-wes-az-00000717
ukb-wes-az-00000718
ukb-wes-az-00000719
ukb-wes-az-00000720
ukb-wes-az-00000721
ukb-wes-az-00000722
ukb-wes-az-00000723
ukb-wes-az-00000724
ukb-wes-az-00000725
ukb-wes-az-00000726
ukb-wes-az-00000727
ukb-wes-az-00000728
ukb-wes-az-00000729
ukb-wes-az-00000730
ukb-wes-az-00000731
ukb-wes-az-00000732
ukb-wes-az-00000733
ukb-wes-az-00000734
ukb-wes-az-00000735
ukb-wes-az-00000736
ukb-wes-az-00000737
ukb-wes-az-00000738
ukb-wes-az-00000739
ukb-wes-az-00000740
ukb-wes-az-00000741
ukb-wes-az-00000742
ukb-wes-az-00000743
ukb-wes-az-00000744
ukb-wes-az-00000745
ukb-wes-az-00000746
ukb-wes-az-00000747
ukb-wes-az-00000748
ukb-wes-az-00000749
ukb-wes-az-00000750
ukb-wes-az-00000751
ukb-wes-az-00000752
ukb-wes-az-00000753
ukb-wes-az-00000754
ukb-wes-az-00000755
ukb-wes-az-00000756
ukb-wes-az-00000757
ukb-wes-az-00000758
ukb-wes-az-00000759
ukb-wes-az-00000760
ukb-wes-az-00000761
ukb-wes-az-00000762
ukb-wes-az-00000763
ukb-wes-az-00000764
ukb-wes-az-00000765
ukb-wes-az-00000766
ukb-wes-az-00000767
ukb-wes-az-00000768
ukb-wes-az-00000769
ukb-wes-az-00000770
ukb-wes-az-00000771
ukb-wes-az-00000772
ukb-wes-az-00000773
ukb-wes-az-00000774
ukb-wes-az-00000775
ukb-wes-az-00000776
ukb-wes-az-00000777
ukb-wes-az-00000778
ukb-wes-az-00000779
ukb-wes-az-00000780
ukb-wes-az-00000781
ukb-wes-az-00000782
ukb-wes-az-00000783
ukb-wes-az-00000784
ukb-wes-az-00000785
ukb-wes-az-00000786
ukb-wes-az-00000787
ukb-wes-az-00000788
ukb-wes-az-00000789
ukb-wes-az-00000790
ukb-wes-az-00000791
ukb-wes-az-00000792
ukb-wes-az-00000793
ukb-wes-az-00000794
ukb-wes-az-00000795
ukb-wes-az-00000796
ukb-wes-az-00000797
ukb-wes-az-00000798
ukb-wes-az-00000799
ukb-wes-az-00000800
ukb-wes-az-00000801
ukb-wes-az-00000802
ukb-wes-az-00000803
ukb-wes-az-00000804
ukb-wes-az-00000805
ukb-wes-az-00000806
ukb-wes-az-00000807
ukb-wes-az-00000808
ukb-wes-az-00000809
ukb-wes-az-00000810
ukb-wes-az-00000811
ukb-wes-az-00000812
ukb-wes-az-00000813
ukb-wes-az-00000814
ukb-wes-az-00000815
ukb-wes-az-00000816
ukb-wes-az-00000817
ukb-wes-az-00000818
ukb-wes-az-00000819
ukb-wes-az-00000820
ukb-wes-az-00000821
ukb-wes-az-00000822
ukb-wes-az-00000823
ukb-wes-az-00000824
ukb-wes-az-00000825
ukb-wes-az-00000826
ukb-wes-az-00000827
ukb-wes-az-00000828
ukb-wes-az-00000829
ukb-wes-az-00000830
ukb-wes-az-00000831
ukb-wes-az-00000832
ukb-wes-az-00000833
ukb-wes-az-00000834
ukb-wes-az-00000835
ukb-wes-az-00000836
ukb-wes-az-00000837
ukb-wes-az-00000838
ukb-wes-az-00000839
ukb-wes-az-00000840
ukb-wes-az-00000841
ukb-wes-az-00000842
ukb-wes-az-00000843
ukb-wes-az-00000844
ukb-wes-az-00000845
ukb-wes-az-00000846
ukb-wes-az-00000847
ukb-wes-az-00000848
ukb-wes-az-00000849
ukb-wes-az-00000850
ukb-wes-az-00000851
ukb-wes-az-00000852
ukb-wes-az-00000853
ukb-wes-az-00000854
ukb-wes-az-00000855
ukb-wes-az-00000856
ukb-wes-az-00000857
ukb-wes-az-00000858
ukb-wes-az-00000859
ukb-wes-az-00000860
ukb-wes-az-00000861
ukb-wes-az-00000862
ukb-wes-az-00000863
ukb-wes-az-00000864
ukb-wes-az-00000865
ukb-wes-az-00000866
ukb-wes-az-00000867
ukb-wes-az-00000868
ukb-wes-az-00000869
ukb-wes-az-00000870
ukb-wes-az-00000871
ukb-wes-az-00000872
ukb-wes-az-00000873
ukb-wes-az-00000874
ukb-wes-az-00000875
ukb-wes-az-00000876
ukb-wes-az-00000877
ukb-wes-az-00000878
ukb-wes-az-00000879
ukb-wes-az-00000880
ukb-wes-az-00000881
ukb-wes-az-00000882
ukb-wes-az-00000883
ukb-wes-az-00000884
ukb-wes-az-00000885
ukb-wes-az-00000886
ukb-wes-az-00000887
ukb-wes-az-00000888
ukb-wes-az-00000889
ukb-wes-az-00000890
ukb-wes-az-00000891
ukb-wes-az-00000892
ukb-wes-az-00000893
ukb-wes-az-00000894
ukb-wes-az-00000895
ukb-wes-az-00000896
ukb-wes-az-00000897
ukb-wes-az-00000898
ukb-wes-az-00000899
ukb-wes-az-00000900
ukb-wes-az-00000901
ukb-wes-az-00000902
ukb-wes-az-00000903
ukb-wes-az-00000904
ukb-wes-az-00000905
ukb-wes-az-00000906
ukb-wes-az-00000907
ukb-wes-az-00000908
ukb-wes-az-00000909
ukb-wes-az-00000910
ukb-wes-az-00000911
ukb-wes-az-00000912
ukb-wes-az-00000913
ukb-wes-az-00000914
ukb-wes-az-00000915
ukb-wes-az-00000916
ukb-wes-az-00000917
ukb-wes-az-00000918
ukb-wes-az-00000919
ukb-wes-az-00000920
ukb-wes-az-00000921
ukb-wes-az-00000922
ukb-wes-az-00000923
ukb-wes-az-00000924
ukb-wes-az-00000925
ukb-wes-az-00000926
ukb-wes-az-00000927
ukb-wes-az-00000928
ukb-wes-az-00000929
ukb-wes-az-00000930
ukb-wes-az-00000931
ukb-wes-az-00000932
ukb-wes-az-00000933
ukb-wes-az-00000934
ukb-wes-az-00000935
ukb-wes-az-00000936
ukb-wes-az-00000937
ukb-wes-az-00000938
ukb-wes-az-00000939
ukb-wes-az-00000940
ukb-wes-az-00000941
ukb-wes-az-00000942
ukb-wes-az-00000943
ukb-wes-az-00000944
ukb-wes-az-00000945
ukb-wes-az-00000946
ukb-wes-az-00000947
ukb-wes-az-00000948
ukb-wes-az-00000949
ukb-wes-az-00000950
ukb-wes-az-00000951
ukb-wes-az-00000952
ukb-wes-az-00000953
ukb-wes-az-00000954
ukb-wes-az-00000955
ukb-wes-az-00000956
ukb-wes-az-00000957
ukb-wes-az-00000958
ukb-wes-az-00000959
ukb-wes-az-00000960
ukb-wes-az-00000961
ukb-wes-az-00000962
ukb-wes-az-00000963
ukb-wes-az-00000964
ukb-wes-az-00000965
ukb-wes-az-00000966
ukb-wes-az-00000967
ukb-wes-az-00000968
ukb-wes-az-00000969
ukb-wes-az-00000970
ukb-wes-az-00000971
ukb-wes-az-00000972
ukb-wes-az-00000973
ukb-wes-az-00000974
ukb-wes-az-00000975
ukb-wes-az-00000976
ukb-wes-az-00000977
ukb-wes-az-00000978
ukb-wes-az-00000979
ukb-wes-az-00000980
ukb-wes-az-00000981
ukb-wes-az-00000982
ukb-wes-az-00000983
ukb-wes-az-00000984
ukb-wes-az-00000985
ukb-wes-az-00000986
ukb-wes-az-00000987
ukb-wes-az-00000988
ukb-wes-az-00000989
ukb-wes-az-00000990
ukb-wes-az-00000991
ukb-wes-az-00000992
ukb-wes-az-00000993
ukb-wes-az-00000994
ukb-wes-az-00000995
ukb-wes-az-00000996
ukb-wes-az-00000997
ukb-wes-az-00000998
ukb-wes-az-00000999
ukb-wes-az-00001000
ukb-wes-az-00001001
ukb-wes-az-00001002
ukb-wes-az-00001003
ukb-wes-az-00001004
ukb-wes-az-00001005
ukb-wes-az-00001006
ukb-wes-az-00001007
ukb-wes-az-00001008
ukb-wes-az-00001009
ukb-wes-az-00001010
ukb-wes-az-00001011
ukb-wes-az-00001012
ukb-wes-az-00001013
ukb-wes-az-00001014
ukb-wes-az-00001015
ukb-wes-az-00001016
ukb-wes-az-00001017
ukb-wes-az-00001018
ukb-wes-az-00001019
ukb-wes-az-00001020
ukb-wes-az-00001021
ukb-wes-az-00001022
ukb-wes-az-00001023
ukb-wes-az-00001024
ukb-wes-az-00001025
ukb-wes-az-00001026
ukb-wes-az-00001027
ukb-wes-az-00001028
ukb-wes-az-00001029
ukb-wes-az-00001030
ukb-wes-az-00001031
ukb-wes-az-00001032
ukb-wes-az-00001033
ukb-wes-az-00001034
ukb-wes-az-00001035
ukb-wes-az-00001036
ukb-wes-az-00001037
ukb-wes-az-00001038
ukb-wes-az-00001039
ukb-wes-az-00001040
ukb-wes-az-00001041
ukb-wes-az-00001042
ukb-wes-az-00001043
ukb-wes-az-00001044
ukb-wes-az-00001045
ukb-wes-az-00001046
ukb-wes-az-00001047
ukb-wes-az-00001048
ukb-wes-az-00001049
ukb-wes-az-00001050
ukb-wes-az-00001051
ukb-wes-az-00001052
ukb-wes-az-00001053
ukb-wes-az-00001054
ukb-wes-az-00001055
ukb-wes-az-00001056
ukb-wes-az-00001057
ukb-wes-az-00001058
ukb-wes-az-00001059
ukb-wes-az-00001060
ukb-wes-az-00001061
ukb-wes-az-00001062
ukb-wes-az-00001063
ukb-wes-az-00001064
ukb-wes-az-00001065
ukb-wes-az-00001066
ukb-wes-az-00001067
ukb-wes-az-00001068
ukb-wes-az-00001069
ukb-wes-az-00001070
ukb-wes-az-00001071
ukb-wes-az-00001072
ukb-wes-az-00001073
ukb-wes-az-00001074
ukb-wes-az-00001075
ukb-wes-az-00001076
